datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement;Geo Point;Geo Shape;gml_id;id_rva_troncon_fcd_v1_1;hierarchie;hierarchie_dv;denomination;insee;sens_circule;vitesse_maxi
2025-11-04T17:24:00+01:00;33;108;23;60;freeFlow;1;48.06371831913979, -1.618168797777418;"{""coordinates"": [[-1.615782676294569, 48.06106808740118], [-1.61645017851716, 48.0617565728972], [-1.617237944066333, 48.062550020427274], [-1.617726940141443, 48.06307451085504], [-1.617807990160985, 48.06316144254064], [-1.617808342451111, 48.06316181943113], [-1.618077556365667, 48.063450570050705], [-1.61826004389642, 48.06367631075417], [-1.618268990366045, 48.06368737719711], [-1.618560918836324, 48.064048493607174], [-1.618930398243281, 48.06455734735796], [-1.619380071882254, 48.065176632082476], [-1.619766860890372, 48.065709298713614], [-1.620356207209312, 48.06653524466082]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4758;4758;Réseau d'armature;Réseau de transit;Route départementale 173;35352;Sens unique;90
2025-11-04T17:24:00+01:00;34;92;29;100;freeFlow;4;48.06304521411198, -1.6177471449532348;"{""coordinates"": [[-1.620113653933835, 48.0659924298165], [-1.619540452263341, 48.065187160506305], [-1.618931095006896, 48.06433106510298], [-1.618577599434329, 48.063884191161826], [-1.618378902390281, 48.063643619055334], [-1.618370484446631, 48.063633427007275], [-1.618168971715614, 48.06338944202753], [-1.617929691583612, 48.06312055735138], [-1.617926503939076, 48.06311697500409], [-1.617637159294661, 48.0627918293248], [-1.617122815774215, 48.06226063549429], [-1.616323016747303, 48.06147058222146], [-1.615845679071878, 48.06097095833011], [-1.615214792673772, 48.0602352043851]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4757;4757;Réseau d'armature;Réseau de transit;Route départementale 173;35352;Sens unique;90
2025-11-04T17:24:00+01:00;34744;75;44;100;freeFlow;16;48.112162897911006, -1.58434706281888;"{""coordinates"": [[-1.58983703370992, 48.11034042981743], [-1.587720311585234, 48.11107891321836], [-1.586436904928151, 48.11151406422179], [-1.586376367586459, 48.11153458912862], [-1.585372606334335, 48.11187490725078], [-1.583884133731586, 48.11235111549655], [-1.582652705516566, 48.11272248916785], [-1.580683311551934, 48.113321369476516], [-1.578821286018229, 48.113874315332474]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4760;4760;Réseau national;Route nationale;Route nationale 136;35051;Sens unique;90
2025-11-04T17:24:00+01:00;34745;81;40;100;freeFlow;5;48.11264544402535, -1.5832977632748815;"{""coordinates"": [[-1.577813773506866, 48.11436338399181], [-1.579879250958051, 48.113737835441924], [-1.581896640414064, 48.113113189875655], [-1.58454548708867, 48.112264054173686], [-1.586496211433603, 48.11162221841834], [-1.586560735754498, 48.111600987507565], [-1.586987040434055, 48.11146071615165], [-1.588757590445686, 48.110852441854576]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4759;4759;Réseau national;Route nationale;Route nationale 136;35051;Sens unique;90
2025-11-04T17:24:00+01:00;34757_D;37;2;60;freeFlow;1;48.11573617528963, -1.633070948662267;"{""coordinates"": [[-1.633123981358624, 48.115636341775094], [-1.63301791596591, 48.11583600880417]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4762;4762;Réseau de distribution principale;Réseau de distribution;Avenue de la Touraudais;35051;;50
2025-11-04T17:24:00+01:00;34757_G;25;3;60;heavy;1;48.115772347312834, -1.6332228048450355;"{""coordinates"": [[-1.633169772405177, 48.11587218089655], [-1.633275837284894, 48.115672513729095]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4761;4761;Réseau de distribution principale;Réseau de distribution;Avenue de la Touraudais;35051;;50
2025-11-04T17:24:00+01:00;34758_D;50;16;0;unknown;0;48.11677298140407, -1.6325454016906293;"{""coordinates"": [[-1.633017620106458, 48.115836575711945], [-1.632698985164082, 48.116458215194086], [-1.632698881547068, 48.116458418660784], [-1.632392165049596, 48.117064644706254], [-1.632391494022441, 48.11706603242669], [-1.632090738352323, 48.11771793063698]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4764;4764;Réseau de distribution principale;Réseau de distribution;Avenue de la Touraudais;35051;;50
2025-11-04T17:24:00+01:00;34758_G;19;42;75;heavy;2;48.116806436773714, -1.6326986426386925;"{""coordinates"": [[-1.63224474075849, 48.1177497877556], [-1.632545173162467, 48.11709858604357], [-1.632851487043951, 48.11649315222361], [-1.633170068263164, 48.115871613988375]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4763;4763;Réseau de distribution principale;Réseau de distribution;Avenue de la Touraudais;35051;;50
2025-11-04T17:24:00+01:00;35;88;60;100;freeFlow;4;48.07169241870371, -1.625367352262354;"{""coordinates"": [[-1.631039028428883, 48.07698345444932], [-1.631002221391103, 48.07695266953133], [-1.629548437254507, 48.075736726318276], [-1.627851901378046, 48.07424738462357], [-1.626635472116344, 48.0731213466952], [-1.625762150375648, 48.072286641596754], [-1.625280657446023, 48.07180728648436], [-1.624710803379594, 48.07122768697215], [-1.624224344520785, 48.07073289670336], [-1.623359015139685, 48.06981746426171], [-1.622362797288329, 48.068724478044345], [-1.621248641949918, 48.067438592185916], [-1.620623674742322, 48.066686548968484], [-1.620113653933835, 48.0659924298165]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4750;4750;Réseau d'armature;Réseau de transit;Route départementale 173;35352;Sens unique;90
2025-11-04T17:24:00+01:00;35072;15;170;100;congested;8;48.10123071207282, -1.6106091861307457;"{""coordinates"": [[-1.606855698156407, 48.10321310288807], [-1.607902981866275, 48.102676292114445], [-1.608306598014974, 48.10246940285463], [-1.608791285363704, 48.10222095395321], [-1.610117448794968, 48.10152135639245], [-1.610295131708776, 48.10142761965274], [-1.61211334678292, 48.10042163775526], [-1.614335394127685, 48.09919714173879]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4749;4749;Réseau national;Route nationale;Route nationale 136;35051;Sens unique;90
2025-11-04T17:24:00+01:00;35077;87;48;100;freeFlow;14;48.102416870861745, -1.6080088218809732;"{""coordinates"": [[-1.614070742061144, 48.099186236916744], [-1.612276450406736, 48.10018145329298], [-1.610626047860196, 48.1010968007851], [-1.61001105224462, 48.10142992916599], [-1.609071786762496, 48.10193869123783], [-1.608200846280904, 48.10237847707894], [-1.607550080373404, 48.10270707618046], [-1.606154156817904, 48.10342274535977], [-1.605000779648725, 48.10397498176491], [-1.604085679868838, 48.10442806149277], [-1.603875928304822, 48.10453191092539], [-1.601854154905308, 48.10546619739987]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4752;4752;Réseau national;Route nationale;Route nationale 136;35051;Sens unique;90
2025-11-04T17:24:00+01:00;35086;75;54;100;freeFlow;7;48.10832463753719, -1.5953370871073027;"{""coordinates"": [[-1.588757590445686, 48.110852441854576], [-1.590785044561155, 48.1101281704795], [-1.593436353085018, 48.109125792762484], [-1.595395038938191, 48.10835843002315], [-1.597172480830236, 48.107638725959646], [-1.598485719917123, 48.10708590025887], [-1.599873680017125, 48.10648201848786], [-1.601842095558214, 48.1056109814889]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4751;4751;Réseau national;Route nationale;Route nationale 136;35051;Sens unique;90
2025-11-04T17:24:00+01:00;35092;48;6;60;heavy;1;48.101216605342266, -1.6089280708451827;"{""coordinates"": [[-1.609398158824323, 48.10119417934419], [-1.609292388321194, 48.101182546712145], [-1.609185456968807, 48.101177597499785], [-1.609090162734335, 48.101178775357845], [-1.608995337757128, 48.10118521975405], [-1.608901631903492, 48.10119688751549], [-1.608809684970002, 48.10121369803199], [-1.608720124404807, 48.101235537852304], [-1.608633560886276, 48.101262256356335], [-1.608550587544923, 48.10129367209319], [-1.608471771600966, 48.101329569512124]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4742;4742;Réseau d'appui;Réseau structurant;Porte de Beaulieu;35051;Sens unique;70
2025-11-04T17:24:00+01:00;35096;38;44;100;heavy;6;48.104424162976244, -1.6043547248359256;"{""coordinates"": [[-1.601842095558214, 48.1056109814889], [-1.603450430746046, 48.10486045504822], [-1.604082978034349, 48.104559540784834], [-1.60548682105915, 48.103891682351886], [-1.606855698156407, 48.10321310288807]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4743;4743;Réseau national;Route nationale;Route nationale 136;35051;Sens unique;90
2025-11-04T17:24:00+01:00;35098;81;46;100;freeFlow;16;48.1079838763868, -1.595878215020458;"{""coordinates"": [[-1.601854154905308, 48.10546619739987], [-1.600116190117069, 48.10624292061663], [-1.598013585618653, 48.10715017468938], [-1.595249810690176, 48.10828869028575], [-1.59245042392347, 48.10938480075856], [-1.590791223629974, 48.109991525629034], [-1.58983703370992, 48.11034042981743]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4746;4746;Réseau national;Route nationale;Route nationale 136;35051;Sens unique;90
2025-11-04T17:24:00+01:00;35103;65;12;75;freeFlow;2;48.10612123158796, -1.615827060478326;"{""coordinates"": [[-1.616257388607215, 48.10713850895182], [-1.616122344913983, 48.10681156990618], [-1.615938639534303, 48.10620812229595], [-1.615785331710676, 48.10590154251392], [-1.615606130422409, 48.10562319612678], [-1.615463759348301, 48.10543266865889], [-1.615239408401144, 48.10519420559631]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4734;4734;Réseau d'appui;Réseau structurant;Boulevard des Alliés;35051;Sens unique;70
2025-11-04T17:24:00+01:00;35869_D;37;1;60;freeFlow;1;48.11431264476202, -1.633748257121831;"{""coordinates"": [[-1.633745131481265, 48.11426794157707], [-1.633751382762397, 48.114357347946985]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4728;4728;Réseau de distribution principale;Réseau de distribution;Avenue de la Touraudais;35051;;50
2025-11-04T17:24:00+01:00;35869_G;39;1;60;freeFlow;1;48.11430759667846, -1.6339092537866524;"{""coordinates"": [[-1.633912379566316, 48.114352299859114], [-1.633906128006988, 48.11426289349781]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4727;4727;Réseau de distribution principale;Réseau de distribution;Avenue de la Touraudais;35051;;50
2025-11-04T17:24:00+01:00;35870_D;37;15;60;freeFlow;1;48.11498691498743, -1.633438696874013;"{""coordinates"": [[-1.633755307817178, 48.114338006216464], [-1.633273607409263, 48.11532151085078], [-1.633272998493247, 48.11532280910755], [-1.633232285594463, 48.11541360188354], [-1.633182249897736, 48.11552518470713], [-1.633123869448211, 48.11563655383907]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4730;4730;Réseau de distribution principale;Réseau de distribution;Avenue de la Touraudais;35051;;50
2025-11-04T17:24:00+01:00;35870_G;20;27;75;heavy;2;48.11502162038681, -1.6335913384396965;"{""coordinates"": [[-1.63327594919476, 48.115672301664986], [-1.633334941748474, 48.11555976421529], [-1.633336085886444, 48.11555741014963], [-1.633386548889062, 48.115444873658234], [-1.633427073448412, 48.115354500309685], [-1.63390845456929, 48.11437164159494]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4729;4729;Réseau de distribution principale;Réseau de distribution;Avenue de la Touraudais;35051;;50
2025-11-04T17:24:00+01:00;35940;4;86;40;congested;1;48.11411438048527, -1.6219564934853277;"{""coordinates"": [[-1.622514083761488, 48.11415573576994], [-1.62246412118438, 48.114123757154005], [-1.622251621659843, 48.11410212704294], [-1.621751291862799, 48.114092932238705], [-1.621552612567342, 48.11413976011699], [-1.621478936879145, 48.114146362231246], [-1.621403273846336, 48.11419018299791]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4732;4732;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35942;37;2;60;freeFlow;1;48.11411720306193, -1.6286248677597701;"{""coordinates"": [[-1.6285687193236, 48.114066721731014], [-1.628578256374898, 48.11408415500016], [-1.62859189381618, 48.11410032034841], [-1.628609268735709, 48.114114787268946], [-1.628627767292705, 48.11412606252901], [-1.628648519036237, 48.114135412574335], [-1.628671083810384, 48.11414264067366], [-1.628694979340165, 48.11414759053606]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4731;4731;Réseau de distribution principale;Réseau de distribution;Rond-point;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35943;37;2;60;freeFlow;1;48.114131538624456, -1.6287997948081487;"{""coordinates"": [[-1.628694979340165, 48.11414759053606], [-1.628713692502328, 48.11414974403248], [-1.628737479445585, 48.11415045616365], [-1.628761183812462, 48.11414894424441], [-1.62878434143003, 48.11414523867275], [-1.628806505239635, 48.11413941060599], [-1.628827240015009, 48.11413157307432], [-1.628847255750968, 48.11412119652027], [-1.628864768605645, 48.1141089591509], [-1.628879400199611, 48.11409512758875], [-1.628890829166838, 48.11408000400507]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4718;4718;Réseau de distribution principale;Réseau de distribution;Rond-point;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35944;34;3;38;freeFlow;1;48.11399559058625, -1.628875176148201;"{""coordinates"": [[-1.628890829166838, 48.11408000400507], [-1.628896780525912, 48.11406877806093], [-1.628901958999593, 48.11405321408772], [-1.62890385167715, 48.11403732014928], [-1.628902422950673, 48.114021404032705], [-1.628897700627266, 48.11400577547728], [-1.628889775364609, 48.11399073988992], [-1.628878803886827, 48.11397658920532], [-1.628864996595742, 48.113963598780586], [-1.62884862505068, 48.11395202078687], [-1.6288300069791, 48.11394208210983], [-1.628809502708726, 48.11393397458182]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4717;4717;Réseau de distribution principale;Réseau de distribution;Rond-point;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35945;34;2;38;freeFlow;1;48.1139599086812, -1.6286578574616764;"{""coordinates"": [[-1.628809502708726, 48.11393397458182], [-1.62878751540939, 48.11392785767544], [-1.628764468755814, 48.11392384949129], [-1.628740815052489, 48.11392202733211], [-1.628717011101698, 48.11392242867416], [-1.628693522921826, 48.113925043769044], [-1.628670807461683, 48.113929821785995], [-1.628649305897367, 48.11393667108172], [-1.628629436767967, 48.11394545767451], [-1.628611587074489, 48.1139560110088], [-1.62859610423592, 48.113968124278735], [-1.62858329019172, 48.113981563675985], [-1.628573393035342, 48.11399606512219], [-1.628566606962832, 48.11401134868754], [-1.628563062646077, 48.114027116275174], [-1.628562829379125, 48.114043060545], [-1.628564853191834, 48.11405499444261], [-1.6285687193236, 48.114066721731014]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4720;4720;Réseau de distribution principale;Réseau de distribution;Rond-point;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35946_D;37;1;60;freeFlow;1;48.11412811089541, -1.6284931026752065;"{""coordinates"": [[-1.628406570998489, 48.114136032397], [-1.628579634351924, 48.114120189393816]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4719;4719;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;;30
2025-11-04T17:24:00+01:00;35946_G;34;1;38;freeFlow;1;48.11402117555195, -1.6284712728170432;"{""coordinates"": [[-1.628557804317881, 48.114013254066585], [-1.628384741316205, 48.1140290970373]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4722;4722;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;;30
2025-11-04T17:24:00+01:00;35947;34;8;38;freeFlow;1;48.11404040764836, -1.6278528798416423;"{""coordinates"": [[-1.628395656146042, 48.114082564717975], [-1.628275562907901, 48.11402969497799], [-1.6281234281186, 48.114022675614756], [-1.627900681800714, 48.11403164044936], [-1.627726349646556, 48.11404484299618], [-1.627300219961819, 48.11405209359908]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4721;4721;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35948;34;7;38;freeFlow;1;48.114061429984, -1.6268988258643455;"{""coordinates"": [[-1.627300219961819, 48.11405209359908], [-1.626497431766872, 48.11407076636892]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4724;4724;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35949;34;7;38;freeFlow;1;48.11409262598602, -1.6247077468342104;"{""coordinates"": [[-1.625154708847781, 48.11408582561805], [-1.625154574580639, 48.11408582774776], [-1.624387274556161, 48.11409798608797], [-1.624260784517227, 48.11409600420826]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4723;4723;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35950;37;10;60;freeFlow;1;48.11419584071674, -1.623720019443625;"{""coordinates"": [[-1.623034918137205, 48.11417416570183], [-1.623147171780531, 48.11420450382787], [-1.623776467156135, 48.114196522336584], [-1.624304279823004, 48.114189824393875], [-1.624408772449337, 48.114187008934216]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4710;4710;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35951;37;4;60;freeFlow;1;48.114183907835866, -1.6247016742611884;"{""coordinates"": [[-1.624408772449337, 48.114187008934216], [-1.62499457607304, 48.114180806737515]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4709;4709;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35952;37;9;60;freeFlow;1;48.11414827962136, -1.6278406476530323;"{""coordinates"": [[-1.627268573678686, 48.11415560608588], [-1.628249548351503, 48.11414899440898], [-1.628310150460496, 48.11414158329621], [-1.628395656146042, 48.114082564717975]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4712;4712;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35953;37;3;60;freeFlow;1;48.114202493930414, -1.6336476130407087;"{""coordinates"": [[-1.633532871163003, 48.11406152025244], [-1.63353826816424, 48.114100109793384], [-1.633549887788542, 48.11413808006701], [-1.633563209769836, 48.11416336984694], [-1.633582387896505, 48.11418691170107], [-1.633606929286427, 48.114208101966014], [-1.633635289769008, 48.11422553866731], [-1.633666998251195, 48.11424016345314], [-1.633701436916839, 48.1142516894555], [-1.63373793594543, 48.11425989497542], [-1.633775785175327, 48.11426461850795], [-1.63380068063144, 48.114265775095674], [-1.633825629748062, 48.114265417565576]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4711;4711;Réseau de distribution principale;Réseau de distribution;Rond-point;35051;Sens unique;50
2025-11-04T17:24:00+01:00;35954;39;2;60;freeFlow;1;48.114235780563405, -1.633938161219838;"{""coordinates"": [[-1.633825629748062, 48.114265417565576], [-1.633872593582229, 48.114260572320994], [-1.633917622261948, 48.11425040869321], [-1.633959383873109, 48.114235228144956], [-1.633989951942971, 48.114219553473106], [-1.634016964933013, 48.11420118197077], [-1.634039896635342, 48.11418047183633]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4714;4714;Réseau de distribution principale;Réseau de distribution;Rond-point;35051;Sens unique;50
2025-11-04T17:24:00+01:00;35955;18;7;66;heavy;2;48.113945868081906, -1.6336598440826926;"{""coordinates"": [[-1.633832072302663, 48.11389697014502], [-1.633787341711981, 48.11389670207817], [-1.63374313606051, 48.113901287483124], [-1.633706405979314, 48.11390901541736], [-1.633671639925154, 48.11392009266488], [-1.633639513918154, 48.113934300965234], [-1.633610653234596, 48.11395136643667], [-1.63358561985712, 48.11397095467536], [-1.633567618969915, 48.11398670311557], [-1.633553094258393, 48.11400398651812], [-1.633542332598357, 48.11402246354303], [-1.63353554605015, 48.11404176883356], [-1.633532871163003, 48.11406152025244]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4713;4713;Réseau de distribution principale;Réseau de distribution;Rond-point;35051;Sens unique;50
2025-11-04T17:24:00+01:00;35956;18;2;60;heavy;1;48.114009101007966, -1.6340567482562607;"{""coordinates"": [[-1.634081716546232, 48.11406150763692], [-1.634074176535032, 48.11403396205392], [-1.63406047868464, 48.11400750169821], [-1.634042734959613, 48.11398462114363], [-1.634020408766463, 48.11396361651505]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4716;4716;Réseau de distribution principale;Réseau de distribution;Rond-point;35051;Sens unique;50
2025-11-04T17:24:00+01:00;35957_D;37;1;60;freeFlow;1;48.11414362409781, -1.628968474482353;"{""coordinates"": [[-1.62887727052928, 48.114133199657076], [-1.629059678435426, 48.11415404853853]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4715;4715;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;;30
2025-11-04T17:24:00+01:00;35957_G;34;1;38;freeFlow;1;48.114037232770315, -1.6289955915470524;"{""coordinates"": [[-1.629086795317654, 48.114047657189786], [-1.628904387776451, 48.11402680835085]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4702;4702;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;;30
2025-11-04T17:24:00+01:00;35959_D;37;2;60;freeFlow;1;48.114108718435745, -1.6334554637530831;"{""coordinates"": [[-1.633389292897781, 48.11410247883248], [-1.633521634608385, 48.11411495803902]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4701;4701;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;;30
2025-11-04T17:24:00+01:00;35959_G;31;1;35;freeFlow;1;48.11400184287368, -1.6334779369733223;"{""coordinates"": [[-1.633544107694361, 48.114008082464174], [-1.633411766252284, 48.113995603283186]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4704;4704;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;;30
2025-11-04T17:24:00+01:00;35960;25;13;35;freeFlow;1;48.11400827977105, -1.6328066047128327;"{""coordinates"": [[-1.633400529586662, 48.114049041058664], [-1.633272644366716, 48.11401493644105], [-1.632910458955042, 48.11400420189653], [-1.632208630419833, 48.11400208395848]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4703;4703;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35961;31;16;38;freeFlow;1;48.114009509731495, -1.631294299671282;"{""coordinates"": [[-1.632208630419833, 48.11400208395848], [-1.631141436812956, 48.114011536958884], [-1.63037995621521, 48.114015048630094]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4706;4706;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35962;34;10;38;freeFlow;1;48.114031729190806, -1.6297228194180573;"{""coordinates"": [[-1.63037995621521, 48.114015048630094], [-1.629699988720296, 48.11402469832471], [-1.629296708037617, 48.11403625972494], [-1.629073236890511, 48.11410085286524]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4705;4705;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35963;37;5;60;freeFlow;1;48.11412950325544, -1.6294265933775847;"{""coordinates"": [[-1.629073236890511, 48.11410085286524], [-1.629171071695904, 48.11413249463973], [-1.629784222527523, 48.11413081482742]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4708;4708;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35964;37;5;60;freeFlow;1;48.1141357861221, -1.6301118236532832;"{""coordinates"": [[-1.629784222527523, 48.11413081482742], [-1.630357484693236, 48.114139811438385], [-1.63043942265228, 48.11413837895354]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.4707;4707;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35965;37;16;60;freeFlow;1;48.114112818828076, -1.6315704851059578;"{""coordinates"": [[-1.63043942265228, 48.11413837895354], [-1.630633924613423, 48.11412234803093], [-1.631026786091951, 48.11411665737895], [-1.6314502500505, 48.114114798473175], [-1.632127716543191, 48.11410329026967], [-1.632702155074358, 48.114105898001256]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5205;5205;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35971;37;16;60;freeFlow;1;48.11416845117943, -1.6261315775757659;"{""coordinates"": [[-1.62499457607304, 48.114180806737515], [-1.625997177324225, 48.114170185413094], [-1.627268573678686, 48.11415560608588]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5204;5204;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35972;34;10;38;freeFlow;1;48.114095505410745, -1.6236392452449961;"{""coordinates"": [[-1.624260784517227, 48.11409600420826], [-1.623674252971924, 48.11408681164745], [-1.623442900350502, 48.1140831849037], [-1.623273623655607, 48.11408999087995], [-1.623145915623358, 48.11410805432996], [-1.623034918137205, 48.11417416570183]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5207;5207;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35973;34;7;38;freeFlow;1;48.11407669192305, -1.6260040837112668;"{""coordinates"": [[-1.626497431766872, 48.11407076636892], [-1.625802603652142, 48.11407983214699], [-1.62551071831027, 48.11408018269004]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5206;5206;Réseau de distribution principale;Réseau de distribution;Rue de Rennes;35051;Sens unique;30
2025-11-04T17:24:00+01:00;35985_D;9;8;60;congested;1;48.12699694453646, -1.6216623692142946;"{""coordinates"": [[-1.62178544893181, 48.12701317103593], [-1.62153928949678, 48.126980718037]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5209;5209;Réseau de distribution principale;Réseau de distribution;Avenue de Belle Fontaine;35051;;50
2025-11-04T17:24:00+01:00;35985_G;50;2;0;unknown;0;48.12710284043624, -1.621631220849307;"{""coordinates"": [[-1.621508140889069, 48.127086613903856], [-1.621754300809545, 48.127119066968625]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5208;5208;Réseau de distribution principale;Réseau de distribution;Avenue de Belle Fontaine;35051;;50
2025-11-04T17:24:00+01:00;35986_D;21;34;75;heavy;2;48.127324029601404, -1.6274240242838132;"{""coordinates"": [[-1.628712213017563, 48.1271379670364], [-1.628234194811665, 48.12724044913678], [-1.627801799571541, 48.12731580773098], [-1.627238584044547, 48.12737080752253], [-1.626594887162703, 48.12739885009195], [-1.626231718103087, 48.12740263011256], [-1.626124275976651, 48.12739622105061]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5211;5211;Réseau de distribution principale;Réseau de distribution;Avenue de Belle Fontaine;35051;;50
2025-11-04T17:24:00+01:00;35986_G;42;18;60;freeFlow;1;48.12743071775335, -1.6274415703997194;"{""coordinates"": [[-1.626109968217309, 48.12750372476789], [-1.626221605826326, 48.12751038409754], [-1.626230012459523, 48.127510590517915], [-1.626599385959497, 48.12750674592222], [-1.626603366628737, 48.127506638568725], [-1.62725226650339, 48.12747836932921], [-1.627258666182346, 48.12747791818574], [-1.627829453489705, 48.12742217898146], [-1.627838125494592, 48.127421003563164], [-1.6282769642527, 48.12734452197276], [-1.628281239886399, 48.12734369174675], [-1.628761379641504, 48.12724075480265]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5210;5210;Réseau de distribution principale;Réseau de distribution;Avenue de Belle Fontaine;35051;;50
2025-11-04T17:24:00+01:00;35994_D;22;2;60;freeFlow;1;48.12712621814701, -1.6287750599837143;"{""coordinates"": [[-1.628834931387145, 48.12711506512801], [-1.628715188580284, 48.12713737116602]], ""type"": ""LineString""}";rva_troncon_fcd_v1_1.5197;5197;Réseau de distribution principale;Réseau de distribution;Avenue de Belle Fontaine;35051;;30
