datetime;averageVehicleSpeed;travelTime;trafficStatus;Geo Point;vitesse_maxi;denomination;hierarchie_dv
2025-11-04 17:24:00+01:00;30;35;heavy;48.12520774394834, -1.620982939218294;50;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;26;41;heavy;48.12520880489941, -1.6208217218484287;50;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;26;3;heavy;48.12381085485849, -1.6209364108654112;50;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;31;2;heavy;48.123817394904535, -1.6207755043459728;50;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;61;25;freeFlow;48.12826878022603, -1.6079370520454899;70;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;67;22;freeFlow;48.128370070688725, -1.607992836567966;70;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;46;17;heavy;48.127402867298116, -1.6120832259782438;70;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;30;27;heavy;48.127505752425485, -1.612131956701189;70;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;48;1;freeFlow;48.126597205557765, -1.621093620552627;50;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;19;4;heavy;48.12661484508578, -1.6209345767517633;50;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;70;8;freeFlow;48.13166409519087, -1.598100585957878;70;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;33;16;heavy;48.131564318256075, -1.598039638750155;70;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;70;1;unknown;48.12700569629792, -1.6204802305297819;70;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;25;3;heavy;48.126898860173085, -1.6205031208200094;70;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;27;6;heavy;48.126775121816436, -1.6207812562016166;50;Rond-point de Bouriande;Réseau structurant
2025-11-04 17:24:00+01:00;24;9;heavy;48.126789674144035, -1.6213385231093425;50;Rond-point de Bouriande;Réseau structurant
2025-11-04 17:24:00+01:00;5;191;congested;48.12698220660762, -1.6151466236059786;50;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;16;59;heavy;48.12687572105706, -1.615121229987048;50;Boulevard Saint-Roch;Réseau structurant
2025-11-04 17:24:00+01:00;25;3;heavy;48.132546601971804, -1.6334690236612537;50;Route de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;62;1;freeFlow;48.13264826418238, -1.6335231655031812;50;Route de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;10;127;congested;48.1378162581193, -1.6259529854646684;70;Route départementale 175;Réseau structurant
2025-11-04 17:24:00+01:00;72;6;freeFlow;48.13957980542977, -1.6272608087552851;70;Route départementale 175;Réseau structurant
2025-11-04 17:24:00+01:00;11;33;congested;48.139725573260115, -1.6271136413926413;70;Route départementale 175;Réseau structurant
2025-11-04 17:24:00+01:00;5;126;congested;48.13548603780769, -1.6233790624692959;30;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;10;66;heavy;48.13542633263621, -1.6235138181944646;30;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;24;11;heavy;48.132213948725266, -1.6330575362272823;50;Rue du Clos Courtel;Réseau de distribution
2025-11-04 17:24:00+01:00;13;19;congested;48.13223830488707, -1.6329004245710204;50;Rue du Clos Courtel;Réseau de distribution
2025-11-04 17:24:00+01:00;14;4;congested;48.1326394139049, -1.633055721711695;50;Rue du Clos Courtel;Réseau de distribution
2025-11-04 17:24:00+01:00;22;2;heavy;48.13257746590044, -1.6331877496011868;50;Rue du Clos Courtel;Réseau de distribution
2025-11-04 17:24:00+01:00;29;2;heavy;48.132594615523516, -1.6332461647827696;50;Route de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;43;2;freeFlow;48.13269891975104, -1.6332876013156072;50;Route de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;7;132;congested;48.13302495892543, -1.6315161170496437;30;Route de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;36;25;freeFlow;48.13312040101953, -1.6315913592729887;30;Route de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;8;25;congested;48.133687865239466, -1.6296277723278654;30;Route de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;36;5;freeFlow;48.13377384582154, -1.6297252313998007;30;Route de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;11;14;congested;48.136654746934795, -1.6243396850675724;50;Rond-point de Vaux;Réseau structurant
2025-11-04 17:24:00+01:00;19;3;heavy;48.13614934352422, -1.624737145669009;50;Rond-point de Vaux;Réseau structurant
2025-11-04 17:24:00+01:00;9;12;congested;48.1362340079348, -1.624090312013282;50;Rond-point de Vaux;Réseau structurant
2025-11-04 17:24:00+01:00;23;5;heavy;48.13634715952715, -1.624891700995688;50;Rond-point de Vaux;Réseau structurant
2025-11-04 17:24:00+01:00;38;3;freeFlow;48.13660444808678, -1.624749111431763;50;Rond-point de Vaux;Réseau structurant
2025-11-04 17:24:00+01:00;72;78;freeFlow;48.14767545492175, -1.6251165029480479;90;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;26;5;heavy;48.15480690853228, -1.6243769030219273;50;Rond-point;Réseau de transit
2025-11-04 17:24:00+01:00;67;55;freeFlow;48.15012681048465, -1.6245331875534592;90;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;31;130;heavy;48.14606263975556, -1.6173333108083698;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;28;3;heavy;48.14120800593947, -1.6272886085574791;70;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;39;4;heavy;48.14123904700299, -1.627707036051288;70;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;39;4;heavy;48.14109719567489, -1.628170405740005;70;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;40;1;heavy;48.140851060973176, -1.6284211865994531;70;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;41;3;heavy;48.14014104632179, -1.6278969111984687;70;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;46;3;heavy;48.140119620890914, -1.627397596394912;70;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;21;8;congested;48.14031120360455, -1.6269554792703271;70;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;19;4;congested;48.14058745520527, -1.6267527162727689;70;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;77;50;freeFlow;48.145749376891004, -1.6174978754359501;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;23;116;congested;48.140952280830795, -1.6274858301935504;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;29;34;heavy;48.140447651774565, -1.6303361083045242;70;Route nationale 136;Réseau de transit
2025-11-04 17:24:00+01:00;63;10;freeFlow;48.14000051370289, -1.6307747843092582;70;Porte des Longchamps;Réseau de transit
2025-11-04 17:24:00+01:00;80;33;freeFlow;48.14079032941409, -1.6275368838540276;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;70;1;freeFlow;48.13193251673514, -1.597097983748568;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;33;3;heavy;48.13203240931764, -1.5968794050126869;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;27;3;heavy;48.131754111038, -1.5969793303619828;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;85;18;freeFlow;48.13351299426874, -1.5949944600064638;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;50;30;freeFlow;48.133442555557835, -1.5948725871766047;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;94;49;freeFlow;48.14960023276872, -1.6032910577449386;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;85;66;freeFlow;48.14916392030126, -1.6022678015614742;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;94;9;freeFlow;48.1476474723565, -1.5938135488864182;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;41;1;freeFlow;48.1546409945608, -1.624608927474465;50;Rond-point;Réseau de transit
2025-11-04 17:24:00+01:00;54;0;freeFlow;48.155011043265674, -1.6242802453360443;50;Rond-point;Réseau de transit
2025-11-04 17:24:00+01:00;84;58;freeFlow;48.11571885101699, -1.5726416321062393;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;89;8;freeFlow;48.12094337402129, -1.5726331964136582;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;83;84;freeFlow;48.13047680321842, -1.5750233255967763;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;88;78;freeFlow;48.13046537312072, -1.5747908428808493;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;81;9;freeFlow;48.12092741645794, -1.5728583942067973;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;79;18;freeFlow;48.11520194577846, -1.575659285533363;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;86;16;freeFlow;48.07158769020897, -1.6249202451547358;90;Route départementale 173;Réseau de transit
2025-11-04 17:24:00+01:00;86;13;freeFlow;48.14111264403818, -1.5840394522711925;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;34;6;heavy;48.13952935377021, -1.581994178517133;70;Porte de Tizé;Réseau structurant
2025-11-04 17:24:00+01:00;47;7;heavy;48.14039466600606, -1.582147387808199;70;Porte de Tizé;Réseau structurant
2025-11-04 17:24:00+01:00;88;10;freeFlow;48.1390084430544, -1.5796041681455444;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;20;3;heavy;48.13177268765834, -1.5967444665527557;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;34;3;heavy;48.13192672322151, -1.59668090988203;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;94;2;freeFlow;48.146722776413554, -1.5925568514029567;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;84;31;freeFlow;48.14463247792939, -1.589141024554101;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;89;23;freeFlow;48.14477564600544, -1.5896727235530346;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;47;3;heavy;48.139853639912424, -1.5824097247670248;70;Porte de Tizé;Réseau structurant
2025-11-04 17:24:00+01:00;78;9;freeFlow;48.13729668438017, -1.5888411836641434;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;64;11;freeFlow;48.13721602540218, -1.5887340442882683;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;107;10;freeFlow;48.1356806579183, -1.5915569565817145;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;63;17;freeFlow;48.13559995788952, -1.591449889445444;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;74;3;freeFlow;48.14051431391929, -1.5812910828461653;70;Porte de Tizé;Réseau structurant
2025-11-04 17:24:00+01:00;51;2;freeFlow;48.140225087525316, -1.5808309414383113;70;Porte de Tizé;Réseau structurant
2025-11-04 17:24:00+01:00;42;10;heavy;48.139649059709505, -1.5811013461719918;70;Porte de Tizé;Réseau structurant
2025-11-04 17:24:00+01:00;44;45;heavy;48.14348753937496, -1.626556199191633;90;Route départementale 175;Réseau de transit
2025-11-04 17:24:00+01:00;80;3;freeFlow;48.14268832666744, -1.5866288506357757;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;66;4;freeFlow;48.142221588924514, -1.585944332278645;90;Route nationale 136;Route nationale
2025-11-04 17:24:00+01:00;9;132;congested;48.11622091791416, -1.620788606756984;50;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;44;28;freeFlow;48.116226517730134, -1.6206272177964178;50;Boulevard des Alliés;Réseau structurant
2025-11-04 17:24:00+01:00;107;1;freeFlow;48.136630687776055, -1.5899602731929705;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;64;1;freeFlow;48.136550029923626, -1.589853133297697;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;77;1;freeFlow;48.13792732265354, -1.5877815002401694;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;64;1;freeFlow;48.13784666281608, -1.5876743610330974;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;77;6;freeFlow;48.13837955458291, -1.5870027888009852;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;59;8;freeFlow;48.13829600254704, -1.5869007235435553;70;Boulevard Bertrand d'Argentré;Réseau structurant
2025-11-04 17:24:00+01:00;20;7;congested;48.044069505011365, -1.6656770301736297;70;Route départementale 34;Réseau de transit
2025-11-04 17:24:00+01:00;41;1;heavy;48.04417678654144, -1.665694666551147;70;Route départementale 34;Réseau de transit
2025-11-04 17:24:00+01:00;50;0;unknown;48.08519693489249, -1.6272293325723022;50;Rue des Loges;Réseau de distribution
2025-11-04 17:24:00+01:00;50;2;unknown;48.085084036002264, -1.6272924126856887;50;Rue des Loges;Réseau de distribution
2025-11-04 17:24:00+01:00;14;6;congested;48.0851733868061, -1.6272969438790352;50;Rue des Loges;Réseau de distribution
2025-11-04 17:24:00+01:00;66;2;freeFlow;48.15680525918762, -1.6387650309176636;80;Route départementale 29;Réseau de transit
2025-11-04 17:24:00+01:00;66;2;freeFlow;48.15690917051187, -1.6387214295795949;80;Route départementale 29;Réseau de transit
2025-11-04 17:24:00+01:00;42;1;heavy;48.16007061001255, -1.6498413398616876;70;Route départementale 29;Réseau de transit
2025-11-04 17:24:00+01:00;68;1;freeFlow;48.160168017822265, -1.6497718689421306;70;Route départementale 29;Réseau de transit
2025-11-04 17:24:00+01:00;27;8;freeFlow;48.067413451124004, -1.721842018683685;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;24;9;freeFlow;48.06734140911705, -1.7217204789922254;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;23;6;freeFlow;48.06704778505893, -1.722255855512894;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;30;4;unknown;48.06698059462945, -1.722129837807217;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;8;28;congested;48.09098564946597, -1.692430081996917;50;Rue de Nantes;Réseau de distribution
2025-11-04 17:24:00+01:00;50;21;freeFlow;48.06254175417281, -1.7299769071785218;70;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;70;15;unknown;48.06245075192887, -1.7298901689784854;70;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;41;11;freeFlow;48.064513182808064, -1.7254519809790323;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;30;15;unknown;48.06443312885105, -1.7253445432152255;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;41;5;freeFlow;48.06511384566059, -1.724582259376725;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;30;7;unknown;48.065044888139866, -1.724458383041556;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;32;4;freeFlow;48.06753147928035, -1.7146353334230426;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;48;2;freeFlow;48.06742621295686, -1.7146643202905771;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;35;2;freeFlow;48.08225840444472, -1.711642781645105;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;31;2;heavy;48.07844211138245, -1.7126226890005654;50;Rond-point du Haut-Bois;Réseau structurant
2025-11-04 17:24:00+01:00;50;1;unknown;48.07817419358708, -1.712607147364201;50;Rond-point du Haut-Bois;Réseau structurant
2025-11-04 17:24:00+01:00;32;6;freeFlow;48.067514891187884, -1.7156097462887367;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;17;11;heavy;48.06740730934917, -1.7155968055026207;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;41;1;freeFlow;48.06688808893922, -1.7224453938391446;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;30;2;unknown;48.066820885320965, -1.7223193921516262;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;26;2;heavy;48.07838933516754, -1.7127701575436232;50;Rond-point du Haut-Bois;Réseau structurant
2025-11-04 17:24:00+01:00;31;3;heavy;48.07825142910586, -1.7127832043672957;50;Rond-point du Haut-Bois;Réseau structurant
2025-11-04 17:24:00+01:00;22;3;heavy;48.07838435023443, -1.7124522012907024;50;Rond-point du Haut-Bois;Réseau structurant
2025-11-04 17:24:00+01:00;31;2;heavy;48.0782392554201, -1.712440738512724;50;Rond-point du Haut-Bois;Réseau structurant
2025-11-04 17:24:00+01:00;34;7;freeFlow;48.067471693642894, -1.716411617835301;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;18;13;heavy;48.067364107824815, -1.7163987507893799;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;34;2;freeFlow;48.067442970506214, -1.7169463804242089;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;26;2;freeFlow;48.06733538338477, -1.71693353755678;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;33;7;freeFlow;48.0674130026504, -1.7175015490331065;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;26;9;freeFlow;48.06730544460497, -1.7174881222808256;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;33;5;freeFlow;48.067376189270334, -1.718275681912977;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;26;7;freeFlow;48.067268320438394, -1.7182708374100006;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;34;4;freeFlow;48.067386158791514, -1.7188307060978074;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;26;5;freeFlow;48.06727878421514, -1.7188474979181227;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;34;6;freeFlow;48.06747287350359, -1.7194892221338083;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;26;8;freeFlow;48.06736734761752, -1.719523039512929;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;33;6;freeFlow;48.06758738735082, -1.7202824754952886;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;26;8;freeFlow;48.067482056370174, -1.720317606714645;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;27;7;freeFlow;48.06770295292848, -1.7212509153857634;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;26;7;freeFlow;48.067597020955816, -1.7212136575359274;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;33;3;freeFlow;48.06766025321513, -1.7207869108290965;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;26;3;freeFlow;48.06755415163517, -1.7208164352048592;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;35;14;freeFlow;48.08160863150035, -1.7119881861095119;50;Avenue Roger Dodin;Réseau structurant
2025-11-04 17:24:00+01:00;43;35;freeFlow;48.08036185007426, -1.7122825323867545;50;Avenue Roger Dodin;Réseau structurant
2025-11-04 17:24:00+01:00;33;46;heavy;48.076290805969535, -1.7125753848371155;50;Avenue Roger Dodin;Réseau structurant
2025-11-04 17:24:00+01:00;45;34;freeFlow;48.07628840784527, -1.7124633126570998;50;Avenue Roger Dodin;Réseau structurant
2025-11-04 17:24:00+01:00;70;5;unknown;48.06348467843794, -1.70145317234246;70;Inconnu Voie non dénommée;Réseau de distribution
2025-11-04 17:24:00+01:00;50;2;unknown;48.06329824920132, -1.7004530821762722;50;Inconnu Voie non dénommée;Réseau de distribution
2025-11-04 17:24:00+01:00;60;1;heavy;48.069428100404835, -1.6975553992840184;90;Route départementale 837;Réseau structurant
2025-11-04 17:24:00+01:00;34;14;heavy;48.06376618669761, -1.6991912147727573;90;Route départementale 837;Réseau structurant
2025-11-04 17:24:00+01:00;41;28;freeFlow;48.071291736455585, -1.7103640011350651;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;41;28;freeFlow;48.071279222536354, -1.71052213340089;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;54;44;heavy;48.070746817868574, -1.7128387601303756;90;Route départementale 177;Réseau structurant
2025-11-04 17:24:00+01:00;42;65;heavy;48.06457163904811, -1.717159594941796;90;Route départementale 177;Réseau structurant
2025-11-04 17:24:00+01:00;18;50;heavy;48.08752177597922, -1.694502707331378;50;Rue de Nantes;Réseau de distribution
2025-11-04 17:24:00+01:00;22;15;heavy;48.09400270729164, -1.6906721658404176;50;Rue de Nantes;Réseau de distribution
2025-11-04 17:24:00+01:00;90;6;unknown;48.063882414101926, -1.6995835201223806;90;Inconnu Voie non dénommée;Réseau de distribution
2025-11-04 17:24:00+01:00;41;5;freeFlow;48.064034018780674, -1.7264146238047668;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;30;6;unknown;48.06394412748526, -1.7263254969705772;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;32;2;freeFlow;48.067539888705966, -1.7151472293323966;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;17;3;heavy;48.0674323072632, -1.7151342812353894;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;50;15;unknown;48.06420142504948, -1.7031972220091518;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;5;142;congested;48.06410924199699, -1.703280976324315;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;30;23;heavy;48.070338429805105, -1.6972739503206236;90;Route départementale 837;Réseau structurant
2025-11-04 17:24:00+01:00;50;1;unknown;48.08212644367848, -1.7115675839102613;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;32;1;freeFlow;48.06754936220154, -1.7149694247525407;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;17;3;heavy;48.067441734228844, -1.7149573681170702;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;68;39;freeFlow;48.06443578148615, -1.7174984172371153;90;Route départementale 177;Réseau structurant
2025-11-04 17:24:00+01:00;35;2;freeFlow;48.082336229003936, -1.7115423691038616;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;50;1;unknown;48.08231977725971, -1.711354722618535;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;25;3;heavy;48.08219542322129, -1.7112772888975987;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;22;3;heavy;48.08211143504347, -1.7113721525817918;50;Rond-point;Réseau structurant
2025-11-04 17:24:00+01:00;38;5;freeFlow;48.07389407748134, -1.7127887030467428;50;Rond-point de la Martinière;Réseau structurant
2025-11-04 17:24:00+01:00;38;3;freeFlow;48.07428840354793, -1.7123864088580611;50;Rond-point de la Martinière;Réseau structurant
2025-11-04 17:24:00+01:00;31;5;heavy;48.07412479878621, -1.7120185676222286;50;Rond-point de la Martinière;Réseau structurant
2025-11-04 17:24:00+01:00;29;4;heavy;48.07379791798418, -1.7120504896654245;50;Rond-point de la Martinière;Réseau structurant
2025-11-04 17:24:00+01:00;42;3;freeFlow;48.07369581008059, -1.712404633223965;50;Rond-point de la Martinière;Réseau structurant
2025-11-04 17:24:00+01:00;26;4;heavy;48.07421018518939, -1.712703130517915;50;Rond-point de la Martinière;Réseau structurant
2025-11-04 17:24:00+01:00;9;31;congested;48.06769148836683, -1.7141501462461475;90;Route départementale 177;Réseau structurant
2025-11-04 17:24:00+01:00;50;26;unknown;48.06532149950321, -1.7059905664704713;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;14;89;congested;48.065229172990875, -1.7060739858948175;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;18;2;heavy;48.07432694249727, -1.7125405967203253;50;Avenue Roger Dodin;Réseau structurant
2025-11-04 17:24:00+01:00;33;1;heavy;48.07432837172341, -1.7122674601286987;50;Avenue Roger Dodin;Réseau structurant
2025-11-04 17:24:00+01:00;39;3;heavy;48.06729631895453, -1.7145487984136718;90;Route départementale 177;Réseau structurant
2025-11-04 17:24:00+01:00;41;5;freeFlow;48.06335017697104, -1.7279728557992322;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;30;6;unknown;48.06325910838881, -1.7278864378923027;30;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;11;52;congested;48.087789805728804, -1.7070352231572712;50;Avenue Roger Dodin;Réseau structurant
2025-11-04 17:24:00+01:00;54;4;freeFlow;48.05997480397713, -1.7343609913676037;50;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;50;5;unknown;48.059913293447174, -1.7342286910266378;50;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;55;17;freeFlow;48.06114062993166, -1.7329511225239254;70;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;70;13;unknown;48.06106406764733, -1.7328382547347045;70;Rue Jules Vallès;Réseau de distribution
2025-11-04 17:24:00+01:00;57;1;freeFlow;48.067336571372664, -1.7143703984573144;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;30;2;unknown;48.067426790738025, -1.7142820136107926;30;Boulevard Eugène Pottier;Réseau de distribution
2025-11-04 17:24:00+01:00;50;53;heavy;48.07037147917743, -1.712828535786752;90;Route départementale 177;Réseau structurant
2025-11-04 17:24:00+01:00;50;19;unknown;48.06871250618156, -1.710620490641381;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;54;17;freeFlow;48.068703278211345, -1.710781229684974;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;50;3;unknown;48.06280129184158, -1.6997491724507414;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;32;5;heavy;48.06269645084295, -1.699787424251309;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;50;1;unknown;48.06288660702252, -1.700146584687515;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;18;4;heavy;48.062788075947985, -1.7002123045028381;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;50;2;unknown;48.063007098763194, -1.7004195023638469;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;50;8;unknown;48.06339260911302, -1.7013912698051923;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;15;27;heavy;48.06330133482265, -1.7014772651919645;50;Rue André Léo;Réseau de distribution
2025-11-04 17:24:00+01:00;17;18;heavy;48.11945682233113, -1.6668901637999216;50;Rue de Fougères;Réseau de distribution
2025-11-04 17:24:00+01:00;30;10;heavy;48.11954831834052, -1.6669756614652165;50;Rue de Fougères;Réseau de distribution
